Time,Force_Foot1,Force_Foot2
2200,4095,0
2210,4095,0
2220,0,4095
2230,0,4095
2240,0,4095
2250,0,4095
2260,0,4095
2270,0,4095
2280,0,4095
2290,0,4095
2300,0,4095
2310,0,4095
2320,0,4095
2330,0,4095
2340,0,4095
2350,0,4095
2360,0,4095
2370,0,4095
2380,0,4095
2390,0,4095
2400,0,4095
2410,0,4095
2420,0,4095
2430,0,4095
2440,0,4095
2450,0,4095
2460,0,4095
2470,0,4095
2480,0,4095
2490,0,4095
2500,0,4095
2510,0,4095
2520,0,4095
2530,0,4095
2540,0,4095
2550,0,4095
2560,0,4095
2570,0,4095
2580,0,0
2590,0,0
2600,0,0
2610,0,0
2620,0,0
2630,0,0
2640,0,0
2650,0,0
2660,0,0
2670,0,0
2680,0,0
2690,0,0
2700,0,0
2710,0,0
2720,0,0
2730,0,0
2740,0,0
2750,0,0
2760,0,0
2770,4095,0
2780,4095,0
2790,4095,0
2800,4095,0
2810,4095,0
2820,4095,0
2830,4095,0
2840,4095,0
2850,4095,0
2860,4095,0
2870,4095,0
2880,4095,0
2890,4095,0
2900,4095,0
2910,4095,0
2920,4095,0
2930,4095,0
2940,4095,0
2950,4095,0
2960,4095,0
2970,4095,0
2980,4095,0
2990,4095,0
3000,4095,0
3010,4095,0
3020,4095,0
3030,4095,0
3040,4095,0
3050,4095,0
3060,4095,0
3070,4095,0
3080,4095,0
3090,0,4095
3100,0,4095
3110,0,4095
3120,0,4095
3130,0,4095
3140,0,4095
3150,0,4095
3160,0,4095
3170,0,4095
3180,0,4095
3190,0,4095
3200,0,4095
3210,0,4095
3220,0,4095
3230,0,4095
3240,0,4095
3250,0,4095
3260,0,4095
3270,0,4095
3280,0,4095
3290,0,4095
3300,0,4095
3310,0,4095
3320,0,4095
3330,0,4095
3340,0,4095
3350,0,4095
3360,0,4095
3370,0,4095
3380,0,4095
3390,0,4095
3400,0,4095
3410,0,4095
3420,0,0
3430,0,0
3440,0,0
3450,0,0
3460,0,0
3470,0,0
3480,0,0
3490,0,0
3500,0,0
3510,0,0
3520,0,0
3530,0,0
3540,0,0
3550,0,0
3560,0,0
3570,0,0
3580,0,0
3590,0,0
3600,0,0
3610,0,0
3620,0,0
3630,4095,0
3640,4095,0
3650,4095,0
3660,4095,0
3670,4095,0
3680,4095,0
3690,4095,0
3700,4095,0
3710,4095,0
3720,4095,0
3730,4095,0
3740,4095,0
3750,4095,0
3760,4095,0
3770,4095,0
3780,4095,0
3790,4095,0
3800,4095,0
3810,4095,0
3820,4095,0
3830,4095,0
3840,4095,0
3850,4095,0
3860,4095,0
3870,4095,0
3880,4095,0
3890,4095,0
3900,4095,0
3910,4095,0
3920,4095,0
3930,0,4095
3940,0,4095
3950,0,4095
3960,0,4095
3970,0,4095
3980,0,4095
3990,0,4095
4000,0,4095
4010,0,4095
4020,0,4095
4030,0,4095
4040,0,4095
4050,0,4095
4060,0,4095
4070,0,4095
4080,0,4095
4090,0,4095
4100,0,4095
4110,0,4095
4120,0,4095
4130,0,4095
4140,0,4095
4150,0,4095
4160,0,4095
4170,0,4095
4180,0,4095
4190,0,4095
4200,0,4095
4210,0,4095
4220,0,0
4230,0,0
4240,0,0
4250,0,0
4260,0,0
4270,0,0
4280,0,0
4290,0,0
4300,0,0
4310,0,0
4320,0,0
4330,0,0
4340,0,0
4350,0,0
4360,0,0
4370,0,0
4380,0,0
4390,0,0
4400,0,0
4410,0,0
4420,0,0
4430,0,0
4440,0,0
4450,4095,0
4460,4095,0
4470,4095,0
4480,4095,0
4490,4095,0
4500,4095,0
4510,4095,0
4520,4095,0
4530,4095,0
4540,4095,0
4550,4095,0
4560,4095,0
4570,4095,0
4580,4095,0
4590,4095,0
4600,4095,0
4610,4095,0
4620,4095,0
4630,4095,0
4640,4095,0
4650,4095,0
4660,4095,0
4670,4095,0
4680,4095,0
4690,4095,0
4700,4095,0
4710,4095,0
4720,4095,0
4730,0,4095
4740,0,4095
4750,0,4095
4760,0,4095
4770,0,4095
4780,0,4095
4790,0,4095
4800,0,4095
4810,0,4095
4820,0,4095
4830,0,4095
4840,0,4095
4850,0,4095
4860,0,4095
4870,0,4095
4880,0,4095
4890,0,4095
4900,0,4095
4910,0,4095
4920,0,4095
4930,0,4095
4940,0,4095
4950,0,4095
4960,0,4095
4970,0,4095
4980,0,4095
4990,0,0
5000,0,0
5010,0,0
5020,0,0
5030,0,0
5040,0,0
5050,0,0
5060,0,0
5070,0,0
5080,0,0
5090,0,0
5100,0,0
5110,0,0
5120,0,0
5130,0,0
5140,0,0
5150,0,0
5160,0,0
5170,0,0
5180,0,0
5190,0,0
5200,0,0
5210,0,0
5220,0,0
5230,0,0
5240,4095,0
5250,4095,0
5260,4095,0
5270,4095,0
5280,4095,0
5290,4095,0
5300,4095,0
5310,4095,0
5320,4095,0
5330,4095,0
5340,4095,0
5350,4095,0
5360,4095,0
5370,4095,0
5380,4095,0
5390,4095,0
5400,4095,0
5410,4095,0
5420,4095,0
5430,4095,0
5440,4095,0
5450,4095,0
5460,4095,0
5470,4095,0
5480,4095,0
5490,4095,0
5500,0,4095
5510,0,4095
5520,0,4095
5530,0,4095
5540,0,4095
5550,0,4095
5560,0,4095
5570,0,4095
5580,0,4095
5590,0,4095
5600,0,4095
5610,0,4095
5620,0,4095
5630,0,4095
5640,0,4095
5650,0,4095
5660,0,4095
5670,0,4095
5680,0,4095
5690,0,4095
5700,0,4095
5710,0,4095
5720,0,4095
5730,0,0
5740,0,0
5750,0,0
5760,0,0
5770,0,0
5780,0,0
5790,0,0
5800,0,0
5810,0,0
5820,0,0
5830,0,0
5840,0,0
5850,0,0
5860,0,0
5870,0,0
5880,0,0
5890,0,0
5900,0,0
5910,0,0
5920,0,0
5930,0,0
5940,0,0
5950,0,0
5960,0,0
5970,0,0
5980,0,0
5990,0,0
6000,0,0
6010,4095,0
6020,4095,0
6030,4095,0
6040,4095,0
6050,4095,0
6060,4095,0
6070,4095,0
6080,4095,0
6090,4095,0
6100,4095,0
6110,4095,0
6120,4095,0
6130,4095,0
6140,4095,0
6150,4095,0
6160,4095,0
6170,4095,0
6180,4095,0
6190,4095,0
6200,4095,0
6210,4095,0
6220,0,4095
6230,0,4095
6240,0,4095
6250,0,4095
6260,0,4095
6270,0,4095
6280,0,4095
6290,0,4095
6300,0,4095
6310,0,4095
6320,0,4095
6330,0,4095
6340,0,4095
6350,0,4095
6360,0,4095
6370,0,4095
6380,0,4095
6390,0,4095
6400,0,4095
6410,0,0
6420,0,0
6430,0,0
6440,0,0
6450,0,0
6460,0,0
6470,0,0
6480,0,0
6490,0,0
6500,0,0
6510,0,0
6520,0,0
6530,0,0
6540,0,0
6550,0,0
6560,0,0
6570,0,0
6580,0,0
6590,0,0
6600,0,0
6610,0,0
6620,0,0
6630,0,0
6640,0,0
6650,0,0
6660,0,0
6670,0,0
6680,0,0
6690,0,0
6700,0,0
6710,0,0
6720,4095,0
6730,4095,0
6740,4095,0
6750,4095,0
6760,4095,0
6770,4095,0
6780,4095,0
6790,4095,0
6800,4095,0
6810,4095,0
6820,4095,0
6830,4095,0
6840,4095,0
6850,4095,0
6860,4095,0
6870,4095,0
6880,4095,0
6890,4095,0
6900,4095,0
6910,4095,0
6920,4095,0
6930,0,4095
6940,0,4095
6950,0,4095
6960,0,4095
6970,0,4095
6980,0,4095
6990,0,4095
7000,0,4095
7010,0,4095
7020,0,4095
7030,0,4095
7040,0,4095
7050,0,4095
7060,0,4095
7070,0,4095
7080,0,4095
7090,0,4095
7100,0,4095
7110,0,4095
7120,0,4095
7130,0,4095
7140,0,4095
7150,0,0
7160,0,0
7170,0,0
7180,0,0
7190,0,0
7200,0,0
7210,0,0
7220,0,0
7230,0,0
7240,0,0
7250,0,0
7260,0,0
7270,0,0
7280,0,0
7290,0,0
7300,0,0
7310,0,0
7320,0,0
7330,0,0
7340,0,0
7350,0,0
7360,0,0
7370,0,0
7380,0,0
7390,0,0
7400,0,0
7410,0,0
7420,0,0
7430,0,0
7440,0,0
7450,0,0
7460,4095,0
7470,4095,0
7480,4095,0
7490,4095,0
7500,4095,0
7510,4095,0
7520,4095,0
7530,4095,0
7540,4095,0
7550,4095,0
7560,4095,0
7570,4095,0
7580,4095,0
7590,4095,0
7600,4095,0
7610,4095,0
7620,4095,0
7630,4095,0
7640,0,4095
7650,0,4095
7660,0,4095
7670,0,4095
7680,0,4095
7690,0,4095
7700,0,4095
7710,0,4095
7720,0,4095
7730,0,4095
7740,0,4095
7750,0,4095
7760,0,4095
7770,0,4095
7780,0,4095
7790,0,4095
7800,0,4095
7810,0,4095
7820,0,4095
7830,0,0
7840,0,0
7850,0,0
7860,0,0
7870,0,0
7880,0,0
7890,0,0
7900,0,0
7910,0,0
7920,0,0
7930,0,0
7940,0,0
7950,0,0
7960,0,0
7970,0,0
7980,0,0
7990,0,0
8000,0,0
8010,0,0
8020,0,0
8030,0,0
8040,0,0
8050,0,0
8060,0,0
8070,0,0
8080,0,0
8090,0,0
8100,0,0
8110,0,0
8120,0,0
8130,0,0
8140,0,0
8150,0,0
8160,4095,0
8170,4095,0
8180,4095,0
8190,4095,0
8200,4095,0
8210,4095,0
8220,4095,0
8230,4095,0
8240,4095,0
8250,4095,0
8260,4095,0
8270,4095,0
8280,4095,0
8290,4095,0
8300,4095,0
8310,4095,0
8320,4095,0
8330,4095,0
8340,4095,0
8350,4095,0
8360,4095,0
8370,0,4095
8380,0,4095
8390,0,4095
8400,0,4095
8410,0,4095
8420,0,4095
8430,0,4095
8440,0,4095
8450,0,4095
8460,0,4095
8470,0,4095
8480,0,4095
8490,0,4095
8500,0,4095
8510,0,4095
8520,0,4095
8530,0,4095
8540,0,4095
8550,0,4095
8560,0,4095
8570,0,4095
8580,0,0
8590,0,0
8600,0,0
8610,0,0
8620,0,0
8630,0,0
8640,0,0
8650,0,0
8660,0,0
8670,0,0
8680,0,0
8690,0,0
8700,0,0
8710,0,0
8720,0,0
8730,0,0
8740,0,0
8750,0,0
8760,0,0
8770,0,0
8780,0,0
8790,0,0
8800,0,0
8810,0,0
8820,0,0
8830,0,0
8840,0,0
8850,0,0
8860,0,0
8870,0,0
8880,0,0
8890,4095,0
8900,4095,0
8910,4095,0
8920,4095,0
8930,4095,0
8940,4095,0
8950,4095,0
8960,4095,0
8970,4095,0
8980,4095,0
8990,4095,0
9000,4095,0
9010,4095,0
9020,4095,0
9030,4095,0
9040,4095,0
9050,4095,0
9060,4095,0
9070,4095,0
9080,4095,0
9090,4095,0
9100,4095,0
9110,0,4095
9120,0,4095
9130,0,4095
9140,0,4095
9150,0,4095
9160,0,4095
9170,0,4095
9180,0,4095
9190,0,4095
9200,0,4095
9210,0,4095
9220,0,4095
9230,0,4095
9240,0,4095
9250,0,4095
9260,0,4095
9270,0,4095
9280,0,4095
9290,0,4095
9300,0,4095
9310,0,4095
9320,0,0
9330,0,0
9340,0,0
9350,0,0
9360,0,0
9370,0,0
9380,0,0
9390,0,0
9400,0,0
9410,0,0
9420,0,0
9430,0,0
9440,0,0
9450,0,0
9460,0,0
9470,0,0
9480,0,0
9490,0,0
9500,0,0
9510,0,0
9520,0,0
9530,0,0
9540,0,0
9550,0,0
9560,0,0
9570,0,0
9580,0,0
9590,0,0
9600,0,0
9610,0,0
9620,4095,0
9630,4095,0
9640,4095,0
9650,4095,0
9660,4095,0
9670,4095,0
9680,4095,0
9690,4095,0
9700,4095,0
9710,4095,0
9720,4095,0
9730,4095,0
9740,4095,0
9750,4095,0
9760,4095,0
9770,4095,0
9780,4095,0
9790,4095,0
9800,4095,0
9810,0,4095
9820,0,4095
9830,0,4095
9840,0,4095
9850,0,4095
9860,0,4095
9870,0,4095
9880,0,4095
9890,0,4095
9900,0,4095
9910,0,4095
9920,0,4095
9930,0,4095
9940,0,4095
9950,0,4095
9960,0,4095
9970,0,4095
9980,0,4095
9990,0,4095
10000,0,0
10010,0,0
10020,0,0
10030,0,0
10040,0,0
10050,0,0
10060,0,0
10070,0,0
10080,0,0
10090,0,0
10100,0,0
10110,0,0
10120,0,0
10130,0,0
10140,0,0
10150,0,0
10160,0,0
10170,0,0
10180,0,0
10190,0,0
10200,0,0
10210,0,0
10220,0,0
10230,0,0
10240,0,0
10250,0,0
10260,0,0
10270,0,0
10280,0,0
10290,0,0
10300,0,0
10310,0,0
10320,4095,0
10330,4095,0
10340,4095,0
10350,4095,0
10360,4095,0
10370,4095,0
10380,4095,0
10390,4095,0
10400,4095,0
10410,4095,0
10420,4095,0
10430,4095,0
10440,4095,0
10450,4095,0
10460,4095,0
10470,4095,0
10480,4095,0
10490,4095,0
10500,4095,0
10510,0,4095
10520,0,4095
10530,0,4095
10540,0,4095
10550,0,4095
10560,0,4095
10570,0,4095
10580,0,4095
10590,0,4095
10600,0,4095
10610,0,4095
10620,0,4095
10630,0,4095
10640,0,4095
10650,0,4095
10660,0,4095
10670,0,4095
10680,0,4095
10690,0,4095
10700,0,4095
10710,0,4095
10720,0,0
10730,0,0
10740,0,0
10750,0,0
10760,0,0
10770,0,0
10780,0,0
10790,0,0
10800,0,0
10810,0,0
10820,0,0
10830,0,0
10840,0,0
10850,0,0
10860,0,0
10870,0,0
10880,0,0
10890,0,0
10900,0,0
10910,0,0
10920,0,0
10930,0,0
10940,0,0
10950,0,0
10960,0,0
10970,0,0
10980,0,0
10990,0,0
11000,0,0
11010,0,0
11020,0,0
11030,0,0
11040,4095,0
11050,4095,0
11060,4095,0
11070,4095,0
11080,4095,0
11090,4095,0
11100,4095,0
11110,4095,0
11120,4095,0
11130,4095,0
11140,4095,0
11150,4095,0
11160,4095,0
11170,4095,0
11180,4095,0
11190,4095,0
11200,4095,0
11210,4095,0
11220,4095,0
11230,0,4095
11240,0,4095
11250,0,4095
11260,0,4095
11270,0,4095
11280,0,4095
11290,0,4095
11300,0,4095
11310,0,4095
11320,0,4095
11330,0,4095
11340,0,4095
11350,0,4095
11360,0,4095
11370,0,4095
11380,0,4095
11390,0,4095
11400,0,4095
11410,0,4095
11420,0,4095
11430,0,4095
11440,0,0
11450,0,0
11460,0,0
11470,0,0
11480,0,0
11490,0,0
11500,0,0
11510,0,0
11520,0,0
11530,0,0
11540,0,0
11550,0,0
11560,0,0
11570,0,0
11580,0,0
11590,0,0
11600,0,0
11610,0,0
11620,0,0
11630,0,0
11640,0,0
11650,0,0
11660,0,0
11670,0,0
11680,0,0
11690,0,0
11700,0,0
11710,0,0
11720,0,0
11730,0,0
11740,0,0
11750,0,0
11760,0,0
11770,0,0
11780,0,0
11790,0,0
11800,0,0
11810,0,0
11820,4095,0
11830,4095,0
11840,4095,0
11850,4095,0
11860,4095,0
11870,4095,0
11880,4095,0
11890,4095,0
11900,4095,0
11910,4095,0
11920,4095,0
11930,4095,0
11940,4095,0
11950,4095,0
11960,0,4095
11970,0,4095
11980,0,4095
11990,0,4095
12000,0,4095
12010,0,4095
12020,0,4095
12030,0,4095
12040,0,4095
12050,0,4095
12060,0,4095
12070,0,4095
12080,0,4095
12090,0,0
12100,0,0
12110,0,0
12120,0,0
12130,0,0
12140,0,0
12150,0,0
12160,0,0
12170,0,0
12180,0,0
12190,0,0
12200,0,0
12210,0,0
12220,0,0
12230,0,0
12240,0,0
12250,0,0
12260,0,0
12270,0,0
12280,0,0
12290,0,0
12300,0,0
12310,0,0
12320,0,0
12330,0,0
12340,0,0
12350,0,0
12360,0,0
12370,0,0
12380,0,0
12390,0,0
12400,0,0
12410,0,0
12420,0,0
12430,0,0
12440,0,0
12450,0,0
12460,0,0
12470,0,0
12480,4095,0
12490,4095,0
12500,4095,0
12510,4095,0
12520,4095,0
12530,4095,0
12540,4095,0
12550,4095,0
12560,4095,0
12570,4095,0
12580,4095,0
12590,4095,0
12600,4095,0
12610,4095,0
12620,4095,0
12630,4095,0
12640,0,4095
12650,0,4095
12660,0,4095
12670,0,4095
12680,0,4095
12690,0,4095
12700,0,4095
12710,0,4095
12720,0,4095
12730,0,4095
12740,0,4095
12750,0,4095
12760,0,4095
12770,0,4095
12780,0,4095
12790,0,0
12800,0,0
12810,0,0
12820,0,0
12830,0,0
12840,0,0
12850,0,0
12860,0,0
12870,0,0
12880,0,0
12890,0,0
12900,0,0
12910,0,0
12920,0,0
12930,0,0
12940,0,0
12950,0,0
12960,0,0
12970,0,0
12980,0,0
12990,0,0
13000,0,0
13010,0,0
13020,0,0
13030,0,0
13040,0,0
13050,0,0
13060,0,0
13070,0,0
13080,0,0
13090,0,0
13100,0,0
13110,0,0
13120,0,0
13130,0,0
13140,0,0
13150,4095,0
13160,4095,0
13170,4095,0
13180,4095,0
13190,4095,0
13200,4095,0
13210,4095,0
13220,4095,0
13230,4095,0
13240,4095,0
13250,4095,0
13260,4095,0
13270,4095,0
13280,4095,0
13290,4095,0
13300,4095,0
13310,4095,0
13320,4095,0
13330,0,4095
13340,0,4095
13350,0,4095
13360,0,4095
13370,0,4095
13380,0,4095
13390,0,4095
13400,0,4095
13410,0,4095
13420,0,4095
13430,0,4095
13440,0,4095
13450,0,4095
13460,0,4095
13470,0,4095
13480,0,4095
13490,0,4095
13500,0,4095
13510,0,4095
13520,0,0
13530,0,0
13540,0,0
13550,0,0
13560,0,0
13570,0,0
13580,0,0
13590,0,0
13600,0,0
13610,0,0
13620,0,0
13630,0,0
13640,0,0
13650,0,0
13660,0,0
13670,0,0
13680,0,0
13690,0,0
13700,0,0
13710,0,0
13720,0,0
13730,0,0
13740,0,0
13750,0,0
13760,0,0
13770,0,0
13780,0,0
13790,0,0
13800,0,0
13810,0,0
13820,0,0
13830,0,0
13840,0,0
13850,4095,0
13860,4095,0
13870,4095,0
13880,4095,0
13890,4095,0
13900,4095,0
13910,4095,0
13920,4095,0
13930,4095,0
13940,4095,0
13950,4095,0
13960,4095,0
13970,4095,0
13980,4095,0
13990,4095,0
14000,4095,0
14010,4095,0
14020,4095,0
14030,0,4095
14040,0,4095
14050,0,4095
14060,0,4095
14070,0,4095
14080,0,4095
14090,0,4095
14100,0,4095
14110,0,4095
14120,0,4095
14130,0,4095
14140,0,4095
14150,0,4095
14160,0,4095
14170,0,4095
14180,0,4095
14190,0,4095
14200,0,4095
14210,0,4095
14220,0,0
14230,0,0
14240,0,0
14250,0,0
14260,0,0
14270,0,0
14280,0,0
14290,0,0
14300,0,0
14310,0,0
14320,0,0
14330,0,0
14340,0,0
14350,0,0
14360,0,0
14370,0,0
14380,0,0
14390,0,0
14400,0,0
14410,0,0
14420,0,0
14430,0,0
14440,0,0
14450,0,0
14460,0,0
14470,0,0
14480,0,0
14490,0,0
14500,0,0
14510,0,0
14520,0,0
14530,0,0
14540,0,0
14550,0,0
14560,0,0
14570,4095,0
14580,4095,0
14590,4095,0
14600,4095,0
14610,4095,0
14620,4095,0
14630,4095,0
14640,4095,0
14650,4095,0
14660,4095,0
14670,4095,0
14680,4095,0
14690,4095,0
14700,4095,0
14710,4095,0
14720,4095,0
14730,4095,0
14740,4095,0
14750,0,4095
14760,0,4095
14770,0,4095
14780,0,4095
14790,0,4095
14800,0,4095
14810,0,4095
14820,0,4095
14830,0,4095
14840,0,4095
14850,0,4095
14860,0,4095
14870,0,4095
14880,0,4095
14890,0,4095
14900,0,4095
14910,0,0
14920,0,0
14930,0,0
14940,0,0
14950,0,0
14960,0,0
14970,0,0
14980,0,0
14990,0,0
15000,0,0
15010,0,0
15020,0,0
15030,0,0
15040,0,0
15050,0,0
15060,0,0
15070,0,0
15080,0,0
15090,0,0
15100,0,0
15110,0,0
15120,0,0
15130,0,0
15140,0,0
15150,0,0
15160,0,0
15170,0,0
15180,0,0
15190,0,0
15200,0,0
15210,0,0
15220,0,0
15230,0,0
15240,4095,0
15250,4095,0
15260,4095,0
15270,4095,0
15280,4095,0
15290,4095,0
15300,4095,0
15310,4095,0
15320,4095,0
15330,4095,0
15340,4095,0
15350,4095,0
15360,4095,0
15370,4095,0
15380,4095,0
15390,4095,0
15400,4095,0
15410,0,4095
15420,0,4095
15430,0,4095
15440,0,4095
15450,0,4095
15460,0,4095
15470,0,4095
15480,0,4095
15490,0,4095
15500,0,4095
15510,0,4095
15520,0,4095
15530,0,4095
15540,0,4095
15550,0,4095
15560,0,4095
15570,0,0
15580,0,0
15590,0,0
15600,0,0
15610,0,0
15620,0,0
15630,0,0
15640,0,0
15650,0,0
15660,0,0
15670,0,0
15680,0,0
15690,0,0
15700,0,0
15710,0,0
15720,0,0
15730,0,0
15740,0,0
15750,0,0
15760,0,0
15770,0,0
15780,0,0
15790,0,0
15800,0,0
15810,0,0
15820,0,0
15830,0,0
15840,0,0
15850,0,0
15860,0,0
15870,0,0
15880,0,0
15890,0,0
15900,0,0
